104,0.206117019,0.239775451,1.367778137
120,0.528398995,0.29634121,2.729409466
136,0.472936249,0.378315636,2.139133656
152,0.563865984,0.390769335,2.231437549
168,0.542115165,0.396893421,2.314975099
184,0.556644664,0.381592942,2.952605814
200,0.780691253,0.418899569,2.128179645
216,0.709682457,0.403663645,2.11429793
232,0.711877532,0.482826749,1.856718846
248,0.537633382,0.42925267,1.952091558
264,0.652312193,0.381644233,0.585272085
280,0.554561195,0.460919979,3.164296035
296,0.880268098,0.487335079,2.175142729
312,0.953940148,0.734938417,3.922514576
328,0.973379289,1.39492576,2.931619775
344,0.885058551,1.530470053,2.562342611
376,1.002546356,0.615595998,2.525457606
392,0.863206018,0.70555823,2.636641407
408,0.904201771,0.687500845,1.879719993
424,1.747192317,1.407317025,0.98691862
440,1.012933977,0.859795435,2.028196596
456,1.291863211,0.814015658,2.630531176
472,1.200414407,0.742655783,2.149071153
488,1.104818092,0.824849866,3.296499021
504,1.354800292,2.720302523,2.425318994
520,0.66896607,0.640963912,1.94163365
536,1.212100083,1.423764338,3.037992272
552,0.828960625,0.77276745,2.605642561
568,1.664937169,0.740073323,2.599014905
584,0.694695658,0.664324076,0.692996389
600,0.67622435,0.632025212,2.813982092
616,0.769565046,0.978459178,2.391330463
632,1.303297493,2.937376548,2.086113746
648,1.367514863,0.829536308,2.173199923
664,1.59619009,0.742095041,3.002968992
680,0.709227585,0.635530189,4.711329989
696,0.827177181,0.752158963,2.658468561
712,0.7791875,0.635468822,4.23655661
728,1.024430645,0.936565407,3.061611864
744,1.704911845,7.999407554,3.60759504
760,1.208964645,1.073781759,3.252561995
776,1.151051349,1.049794501,5.01956345
792,0.868679319,0.721639446,1.904987336
824,0.751784488,0.683858707,2.279497577
840,1.192065245,0.577556436,2.620212692
856,0.849238325,0.438387814,4.006913187
872,0.778275359,0.666344759,1.916679569
904,1.170410968,0.75039481,3.560429006
920,0.98718909,0.562414427,2.4769767
936,0.73142669,0.635378607,1.72759745
952,0.640096179,1.553546669,2.16829162
968,0.586513357,0.632020675,3.303992956
1000,0.955557164,0.613247438,2.008210422
1016,1.451768125,1.242085753,1.984591823
1032,1.546823217,0.728804493,3.719481592
1048,1.319081422,1.457515065,2.209318923
1096,2.215901429,1.930727159,3.12567492
1112,1.246758345,1.323976479,2.753026458
1144,0.909085752,0.655895974,1.401264714
1160,2.489319473,3.716409025,2.240766926
1208,1.153646353,0.681604866,2.464923605
1256,0.98263147,0.738421333,3.516731276
1288,1.063379048,0.944167541,2.3055207
1304,0.902825122,0.496321566,3.341666727
1336,2.179001287,0.629247345,2.282610364
1368,2.375564956,3.356507974,0.158778105
1384,1.064460127,1.099176749,3.824680136
1416,0.763261785,1.219578041,2.448308616
1448,0.60783303,0.701224437,2.141579883
1464,0.504817132,0.720448002,2.068061415
1480,0.433061253,0.61465186,5.144604657
1496,0.518154879,0.55078215,3.918178091
1512,0.739810648,0.532961911,2.133142751
1528,1.082361309,0.592865021,3.515594484
1560,1.044389163,1.077138204,2.667865353
1608,0.911224541,0.869475532,2.752765532
1624,1.254751048,0.718502416,1.790439699
1640,1.418046893,0.873539309,3.330282701
1688,1.073587914,2.884356948,0.515404009
1704,0.994753182,0.607432281,2.04884917
1736,0.415877675,0.55229693,2.015783168
1816,0.705617215,0.493964988,4.002448213
1832,0.675676356,0.427965235,4.429229678
1848,0.39383314,0.421106172,2.31774994
1864,0.582463068,0.592249033,2.649305473
1896,1.24502686,5.717409138,2.623806987
1912,5.346741598,4.544813622,3.526310187
1976,0.761879584,0.641177317,3.185840737
1992,0.835924217,0.670581538,2.523991914
2008,0.720991783,0.63762904,1.976505411
2024,0.871046572,0.753537287,2.773949762
